id,Job_Type,Short,Element,Work_Categories,Work_Sub_Category_Types,Work_Sub_Category_Attributes,Medium
800205,PV SOLAR INSTAL IN ROOF,ANNUAL INSPECT 14-18 PANEL,ELECTRICAL,PV Solar in Roof,Maintenance,,"PV Solar Installation;Annual inspection and test 14-18 panel PV array installation, clean panels in roof, top up antifreeze, check for leaks,  check controls, trim branches, remove waste and debris."
800301,PV SOLAR INSTALLATION ON ROOF,OVERHAUL 3 PANEL,ELECTRICAL,PV Solar on Roof,Maintenance,,"PV Solar Installation:Overhaul 3 panels PV array installation, clean moss, algae, guano etc off panels on roof, trim branches, top up antifreeze, check settings, test, remove waste and debris"
800303,PV SOLAR INSTALLATION ON ROOF,OVERHAUL 8-12 PANEL,ELECTRICAL,PV Solar on Roof,Maintenance,,"PV Solar Installation:Overhaul 8-12 panels PV array installation, clean moss, algae, guano etc off panels on roof, trim branches, top up antifreeze, check settings, test, remove waste and debris"
800305,PV SOLAR INSTALLATION ON ROOF,OVERHAUL 14-18 PANEL,ELECTRICAL,PV Solar on Roof,Maintenance,,"PV Solar Installation:Overhaul 14-18 panels PV array installation, clean moss, algae, guano etc off panels on roof, trim branches, top up antifreeze, check settings, test, remove waste and debris"
800401,PV SOLAR INSTALLATION IN ROOF,OVERHAUL 3 PANEL,ELECTRICAL,PV Solar in Roof,Maintenance,,"PV Solar Installation:Overhaul 3 panels PV array installation, clean moss, algae, guano etc off panels in roof, trim branches, top up antifreeze, check settings, test, remove waste and debris"
800403,PV SOLAR INSTALLATION IN ROOF,OVERHAUL 8-12 PANEL,ELECTRICAL,PV Solar in Roof,Maintenance,,"PV Solar Installation:Overhaul 8-12 panels PV array installation, clean moss, algae, guano etc off panels in roof, trim branches, top up antifreeze, check settings, test, remove waste and debris"
800405,PV SOLAR INSTALLATION IN ROOF,OVERHAUL 14-18 PANEL,ELECTRICAL,PV Solar in Roof,Maintenance,,"PV Solar Installation:Overhaul 14-18 panels PV array installation, clean moss, algae, guano etc off panels in roof, trim branches, top up antifreeze, check settings, test, remove waste and debris"
800501,PV SOLAR PANEL,PERIODIC CLEANING,ELECTRICAL,PV Solar,Maintenance,,"PV Solar Panel:Undertake periodic cleaning to PV solar panels (panel ne 1700 x 900mm), wash panels with ionised water to remove bird guano, remove waste and debris. (per panel)"
800601,PV SOLAR INSTALLATION ON ROOF,RENEW PANEL,ELECTRICAL,PV Solar on Roof,Maintenance,,"PV Solar Installation:Renew ne 1700 x 900mm PV array panel on roof , disconnect , fix new panel, connect, top up antifreeze, check operation, test, remove waste and debris (per panel)"
800701,PV SOLAR INSTALLATION IN ROOF,RENEW PANEL,ELECTRICAL,PV Solar in Roof,Maintenance,,"PV Solar Installation:Renew ne 1700 x 900mm PV array panel embedded in roof , disconnect , fix new panel, connect, top up antifreeze, check operation, test, remove waste and debris (per panel)"
800801,PV SOLAR PANEL,FIVE-YEAR INSPECTION,ELECTRICAL,PV Solar,Maintenance,,"PV Solar Panel:Undertake five yearly electrical inspection to PV Solar panel installation, testing, certification and labelling, and provide written report to Client Representative."
800901,PV SOLAR PANEL,RENEW INVERTER,ELECTRICAL,PV Solar,Maintenance,,"PV Solar Panel:Renew inverter to PV Solar panel installation, disconnect, install new inverter (PC Sum for supply and delivery £800.00 excluding VAT), check operation, test, remove waste and debris."
800903,PV SOLAR PANEL,RENEW IN LINE KWH METER,ELECTRICAL,PV Solar,Maintenance,,"PV Solar Panel:Renew in line Kwh meter to PV Solar panel installation, disconnect, install new meter (PC Sum for supply and delivery £300.00 excluding VAT), check operation, test, remove waste/debris."
801101,AIR SOURCE HEAT PUMPS,ANNUAL INSPECTION,ELECTRICAL,Air Source Heat Pumps,Maintenance,,"Air Source Heat Pump:Undertake annual maintenance inspection of air source heat pump unit, clean surfaces of unit, check operation, pressure check, clean filters, test and leave in full working order"
801103,AIR SOURCE HEAT PUMPS,QUARTERLY INSPECTION,ELECTRICAL,Air Source Heat Pumps,Maintenance,,"Air Source Heat Pump:Undertake quarterlyl inspection of air source heat pump unit, clean surfaces of unit, unit, clean filters, test and leave in full working order"
801201,AIR SOURCE HEAT PUMPS,CALLOUT – NO PARTS REQUIRED,ELECTRICAL,Air Source Heat Pumps,Maintenance,,"Air Source Heat Pump:Attend to breakdown callout, inspect unit for visible damage, check operation of unit and inverter, test and leave in full working order."
801203,AIR SOURCE HEAT PUMPS,CALLOUT–PARTS NE £10.00,ELECTRICAL,Air Source Heat Pumps,Maintenance,,"Air Source Heat Pump:Attend to breakdown callout, inspect, check operation, minor renewals or repairs (material cost allowance £10.00) test, report to CR, (can only be claimed if instructed by CR)."
801205,AIR SOURCE HEAT PUMPS,CALLOUT–PARTS NE £50.00,ELECTRICAL,Air Source Heat Pumps,Maintenance,,"Air Source Heat Pump:Attend to breakdown callout, inspect, check operation, minor renewals or repairs (material cost allowance £50.00) test, report to CR, (can only be claimed if instructed by CR)."
801207,AIR SOURCE HEAT PUMPS,CALLOUT–PARTS NE £150.00,ELECTRICAL,Air Source Heat Pumps,Maintenance,,"Air Source Heat Pump:Attend to breakdown callout, inspect, check operation, minor renewals or repairs (material cost allowance £100.00) test, report to CR, (can only be claimed if instructed by CR)."
801301,AIR SOURCE HEAT PUMPS,RENEW INVERTER,ELECTRICAL,Air Source Heat Pumps,Maintenance,,"Air Source Heat Pump:Renew inverter, disconnect, install new inverter (PC Sum for supply and delivery £300.00 excluding VAT), inspect, check operation, and inverter, test, leave in working order."
801401,GROUND SOURCE HEAT PUMPS,CALLOUT–NO PARTS REQUIRED,ELECTRICAL,Ground Source Heat Pumps,Maintenance,,"Ground Source Heat Pump:Attend to breakdown callout, inspect unit for visible damage, check operation of unit and inverter, test and leave in full working order."
801403,GROUND SOURCE HEAT PUMPS,CALLOUT–PARTS NE £50.00,ELECTRICAL,Ground Source Heat Pumps,Maintenance,,"Ground Source Heat Pump:Attend to breakdown callout, inspect, check operation, minor renewals or repairs (material cost allowance £50.00) test, report to CR, (can only be claimed if instructed by CR)"
801501,GROUND SOURCE HEAT PUMPS,RENEW INVERTER,ELECTRICAL,Ground Source Heat Pumps,Maintenance,,"Ground Source Heat Pump:Renew inverter, disconnect, install new inverter (PC Sum for supply and delivery £300.00 excluding VAT), inspect, check operation, and inverter, test, leave in working order."
801701,SOLAR HOT WATER PANELS ON ROOF,ANNUAL INSPECTION,ELECTRICAL,Solar Hot Water Panels,Maintenance,,"Solar Hot Water Panels:Annual inspection and test panel (each panel ne 2.00sm) to solar hot water installation, clean panels, check pump and controller, check for leaks, trim branches. (per panel)"
801703,SOLAR HOT WATER TUBES ON ROOF,INSPECTION 20 TUBES,ELECTRICAL,Solar Hot Water Tubes,Maintenance,,"Solar Hot Water Panels:Annual inspection and test 20 tube solar hot water evacuated tube installation, clean panels, check pump and controller, check for leaks, trim branches. (per panel)"
801705,SOLAR HOT WATER TUBES ON ROOF,INSPECTION 30 TUBES,ELECTRICAL,Solar Hot Water Tubes,Maintenance,,"Solar Hot Water Panels:Annual inspection and test 30 tube solar hot water evacuated tube installation, clean panels, check pump and controller, check for leaks, trim branches."
801801,SOLAR HOT WATER PANEL,OVERHAUL PANEL,ELECTRICAL,Solar Hot Water Panels,Maintenance,,"Solar Hot Water Panels:Overhaul panel (each panel ne 2.00sm) to solar hot water installation, clean panels, check solar hydaulic pump, controller operation, check settings controls, adjust.(per panel)"
801803,SOLAR HOT WATER TUBES ON ROOF,OVERHAUL 20 TUBES,ELECTRICAL,Solar Hot Water Tubes,Maintenance,,"Solar Hot Water Tubes:Overhaul 20 tube solar hot water evacuated tube collector installation,clean tubes, check solar hydaulic pump, controller operation, check settings controls, adjust."
801805,SOLAR HOT WATER TUBES ON ROOF,OVERHAUL 30 TUBES,ELECTRICAL,Solar Hot Water Tubes,Maintenance,,"Solar Hot Water Tubes:Overhaul 30 tube solar hot water evacuated tube collector installation,clean tubes, check solar hydaulic pump, controller operation, check settings controls, adjust."
801901,SOLAR HOT WATER PANEL,PERIODIC CLEANING,ELECTRICAL,Solar Hot Water Panels,Maintenance,,"Solar Hot Water Panel:Undertake periodic cleaning to solar hot water panels (panel ne 2.00sm), wash panels with ionised water to remove bird guano, remove waste and debris."
801903,SOLAR HOT WATER TUBES,PERIODIC CLEANING 20 TUBES,ELECTRICAL,Solar Hot Water Tubes,Maintenance,,"Solar Hot Water Panel:Undertake periodic cleaning to solar hot water evacuated tube installation (20 tubes), wash tubes with ionised water to remove bird guano, remove waste and debris."
801905,SOLAR HOT WATER TUBES,PERIODIC CLEANING,ELECTRICAL,Solar Hot Water Panels,Maintenance,,"Solar Hot Water Panel:Undertake periodic cleaning to solar hot water evacuated tube installation (30 tubes), wash tubes with ionised water to remove bird guano, remove waste and debris."
802001,SOLAR HOT WATER HEATING,RENEW PUMP,ELECTRICAL,Solar Hot Water,Maintenance,,"Solar Hot Water Heating:Renew solar hydraulic pump, isolate supplies, disconnect pump, install new pump, reconnect supplies, test operation of pump, remove waste and debris."
802003,SOLAR HOT WATER HEATING,RENEW CONTROLLER,ELECTRICAL,Solar Hot Water,Maintenance,,"Solar Hot Water Heating:Renew solar digital controller, isolate supplies, disconnect controller, install new controller, reconnect supplies, test operation of controller, remove waste and debris."
802101,CYLINDER,RENEW 190 LITRE INSULATED SOLAR TWIN COIL,ELECTRICAL,Solar Hot Water Cylinders,Maintenance,,"Cylinder:Turn off/on supply, drain down/refill, disconnect/reconnect, renew with 190 litre unvented pre-insulated Economy 7 or 10 direct cylinder complete, immersions, refill  test, bonding, test."
802105,CYLINDER,RENEW 250 LITRE INSULATED SOLAR TWIN COIL,ELECTRICAL,Solar Hot Water Cylinders,Maintenance,,"Cylinder:Turn off/on supply, drain down/refill, disconnect/reconnect, renew with 250 litre unvented pre-insulated Economy 7 or 10 direct cylinder complete, immersions, refill  test, bonding, test."
802201,CYLINDER,RENEW INDIRECT 190 LITRE SOLAR TWIN COIL,ELECTRICAL,Solar Hot Water Cylinders,Maintenance,,"Cylinder:Turn off/on supply, drain down/refill, disconnect/reconnect, renew with 190 litre unvented pre-insulated Economy 7 or 10 indirect cylinder complete, primary coil, refill  test, bonding, test."
802205,CYLINDER,RENEW INDIRECT 250 LITRE SOLAR TWIN COIL,ELECTRICAL,Solar Hot Water Cylinders,Maintenance,,"Cylinder:Turn off/on supply, drain down/refill, disconnect/reconnect, renew with 250 litre unvented pre-insulated Economy 7 or 10 indirect cylinder complete, primary coil, refill  test, bonding, test."
840001,FAN,RENEW MINIMUM 60LTR PER SECOND,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, renew min 60 litre/second window/wall mounted fan, single speed motor, pipe duct, external wall grille, trickle ventilator, cord operated, tests, make good."
840003,FAN,RENEW BUILT IN WALL FAN,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, renew min 60 litre/second built in wall fan, single speed motor external wall grille, inner grille, trickle vent, tests, make good."
840005,FAN,RENEW 2 SPEED WALL OR DUCT FAN,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, renew through-wall or ducted fan, two speed motor, double insulated, 76 litre/second high speed, 38 litre/ second low speed, wall grille, electrical tests, make good."
840007,FAN,RENEW SINGLE SPEED WALL OR DUCT FAN,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, renew through-wall or ducted fan, single speed motor double insulated automatic shutter, 26 litre/second, wall grille electrical tests, make good."
840009,FAN,RENEW IN LINE DUCT FAN,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, renew built in, in line duct fan, single speed motor class 1 earthed, fan capable of handling minimum 60 litre/second, electrical tests, make good."
840011,FAN,RENEW CEILING OR DUCT FAN,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, renew ceiling or ceiling duct fan single speed motor, integral air operated back draught shutter, ne 81 litre/second, electrical tests, make good."
840013,FAN,RENEW FIRE DAMP CEILING OR DUCT FAN,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, renew ceiling or ceiling duct fan, opposed blade fire dampers, single speed motor, back draught shutter ne 81 litre/second, electrical tests, make good."
840015,FAN,RENEW TOILET OR BATHROOM FAN,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, renew toilet or bathroom fan, single speed motor class 2, double insulated, integral timer, back draught shutter 25 litre/second, electrical tests, make good."
840017,FAN,RENEW CIRCUIT AND OUTLET,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, strip out and renew fan spur in mini-trunking or rigid PVC conduit chased into wall etc., 20 amp fused spur oulet, reconnect existing fan flex, tests, make good."
840019,FAN,RENEW FLEX CONNECTION,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, strip out and renew 1.00m length of 2.5mm 3 core butyl rubber flex to fan, make connections to 20 amp fused spur outlet and fan, tests, make good."
840031,FAN,INSTALL WALL FAN,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Isolate/reconnect supply, install 150mm wall mounted extractor fan with humidistat, circuit, fused spur outlet, builders work, tests and make good."
841001,FAN,RENEW 2 SPEED CONDENSATION CONTROL,ELECTRICAL,Ventilation,Fans,Condensation Control,"Fan:Isolate/reconnect supply, renew plastic cased through-wall or ducted condensation control fan, 2 speed motor, 61 litre/second high speed 41 litre/ second low speed, wall grille, tests, make good."
841003,FAN,RENEW VARIABLE SPEED CONDENSATION CONTROL,ELECTRICAL,Ventilation,Fans,Condensation Control,"Fan:Isolate/reconnect supply, renew plastic cased through-wall or ducted condensation control fan variable speed motor, 14-22 litre/second at variable speed, wall grille, tests, make good."
841005,FAN,RENEW VARIABLE SPEED TIMER,ELECTRICAL,Ventilation,Fans,Condensation Control,"Fan:Isolate/reconnect supply, renew plastic cased through-wall or ducted condensation control fan variable speed motor, timer, 14-22 litre/second at variable speed, wall grille, tests, make good."
841007,FAN,OVERHAUL DOMESTIC EXTRACT,ELECTRICAL,Ventilation,Fans,Condensation Control,"Fan:Overhaul any kind of domestic extractor fan, dismantle and reassemble, clean and oil, test and leave in working order."
841009,FAN,RENEW WITH LOW VOLTAGE TRANSFORMER TYPE,ELECTRICAL,Ventilation,Fans,Condensation Control,"Fan:Isolate/reconnect supply, renew with plastic cased through-wall or ducted low voltage transformer condensation control fan, class 2 , wall grille if necessary, tests, make good."
841011,FAN,INSTALL LOW VOLTAGE TRANSFORMER TYPE,ELECTRICAL,Ventilation,Fans,Condensation Control,"Fan: Isolate/reconnect supply, install through-wall or ducted low voltage transformer condensation control fan, class 2 , circuit, spur outlet, builders work, tests, make good."
841013,FAN,INSTALL 2 SPEED CONDENSATION CONTROL,ELECTRICAL,Ventilation,Fans,Condensation Control,"Fan: Isolate/reconnect supply, install through-wall or ducted condensation control fan, 2 speed motor, 61 l/second high 41 l/second low speed, circuit, spur outlet, builders work, tests, make good."
841021,FAN,RENEW OR REFIX DOMESTIC EXTRACT EXT GRILLE,ELECTRICAL,Ventilation,Fans,Ventilating,"Fan:Renew or refix external fan grille to any type of domestic extractor fan, test and leave in working order."
841101,VENT UNIT,INSTALL DRIMASTER 5,ELECTRICAL,Ventilation,"Low Energy Positive Output, Whole House Ventilation",,"Vent Unit:Install Drimaster 5 ventilation unit in loft space of dwelling, complete including all builders and electrical work, in accordance with manufacturers instructions, tests, make good."
841103,VENT UNIT,INSTALL FLATMASTER 5,ELECTRICAL,Ventilation,"Low Energy Positive Output, Whole House Ventilation",,"Vent Unit:Install Flatmaster 5 ventilation system, complete including all builders and electrical work, in accordance with manufacturers instructions, tests, make good."
841105,VENT UNIT,OVERHAUL,ELECTRICAL,Ventilation,"Low Energy Positive Output, Whole House Ventilation",,"Vent Unit:Overhaul ventilation unit, clean out, renew filters as necessary."
841207,HEAT RECOVERY UNIT,OVERHAUL,ELECTRICAL,Ventilation,Heat Recovery,,"Heat Recovery Unit:Overhaul heat recovery and ventilation unit, clean out, renew filters as necessary, and remove waste and debris."
856107,LAMP OR BATTENHOLDER,REMOVE AND REFIX,ELECTRICAL,Pendants,Pendants and Lampholders,,"Lamp or Battenholder:Isolate/reconnect supply, remove/refix any type of pendant lampholder or battenholder and the like, refix loose rose, prepare cable ends, remake connections, tests and make good."
860501,SWITCH OR OUTLET,REMOVE AND REFIX,ELECTRICAL,Accessories,Accessories,Generally,"Switch or Outlet:Isolate/reconnect supply, remove/ refix any type of switch, outlet and the like including any box, refix loose box, prepare cable ends remake connections, tests, make good."
860503,SWITCH OR OUTLET,FIX BLANK PLATE,ELECTRICAL,Accessories,Accessories,Generally,"Switch or Outlet:Isolate/reconnect supply, remove any switch outlet etc., terminate cable ends and supply and fix plastic blank plate cover to switch/outlet box, tests, make good."
860505,SWITCH OR OUTLET,DRY LINING BOX,ELECTRICAL,Accessories,Accessories,Generally,"Switch or Outlet:Isolate/reconnect supply, remove, set aside, renew plastic single or double flush box to suit dry lining installations, remove, refit plate, remake connections, tests, make good."
860507,SWITCH OR OUTLET,SECURE LOOSE,ELECTRICAL,Accessories,Accessories,Generally,Switch or Outlet:Secure any loose switch or socket outlet plate or the like including provision of new screws if necessary.
862001,SWITCH,RENEW 20A DP SWITCH,ELECTRICAL,Accessories,Accessories,DP Switches,"Switch:Isolate/reconnect supply, renew 20 amp moulded plastic double pole switch and moulded plastic mounting box, plug to walls as necessary, remake connections, tests, make good."
862003,SWITCH,RENEW 20A DP CEILING SWITCH,ELECTRICAL,Accessories,Accessories,DP Switches,"Switch:Isolate/reconnect supply, renew 20 amp moulded plastic double pole ceiling pull cord switch complete with neon indicator, remake connections, tests, make good."
863001,SHAVER,RENEW SHAVER SUPPLY UNIT,ELECTRICAL,Accessories,Shaver Points,,"Shaver:Isolate/reconnect supply, renew dual- voltage output shaver supply unit, remake connections, tests, make good."
863007,LAMP,RENEW SHAVER LAMP,ELECTRICAL,Accessories,Shaver Points,,Lamp:Take off cover and renew lamp to any type of shaver light fitting and refix cover.
871501,TV OUTLET,"REMOVE, RECONNECT, REFIX",ELECTRICAL,Special Installations,TV Aerial Installation,,"TV Outlet:Take off any type of existing flush or surface mounted outlet box, remake connections and refix and test, make good on completion."
871503,TV OUTLET,RENEW FLUSH OR SURFACE BOX,ELECTRICAL,Special Installations,TV Aerial Installation,,"TV Outlet:Take off any type of existing flush or surface mounted outlet box, supply and fix new remake all connections, test, make good on completion."
871505,TV AERIAL,REWIRE COAXIAL NE 10M,ELECTRICAL,Special Installations,TV Aerial Installation,,"TV Aerial:Renew or supply and fix new TV coaxial cabling from existing outlet to aerial in length ne 10.00m, run in existing conduit or surface fixed, remake all joints, test and make good."
871507,TV AERIAL,REWIRE COAXIAL 10-20M,ELECTRICAL,Special Installations,TV Aerial Installation,,"TV Aerial:Renew or supply and fix new TV coaxial cabling from existing outlet to aerial in length over 10.00 ne 20.00m, run in existing conduit or surface fixed, remake all joints, test and make good."
871509,TV AERIAL,REWIRE COAXIAL OVER 20M,ELECTRICAL,Special Installations,TV Aerial Installation,,"TV Aerial:Renew or supply and fix new TV coaxial cabling from existing outlet to aerial in length over 20.00m, run in existing conduit or surface fixed, remake all joints, test and make good."
871513,TV AERIAL,LOFT INSTALLATION COMPLETE,ELECTRICAL,Special Installations,TV Aerial Installation,,"TV Aerial:Gain access into loft space, provide and install new loft TV aerial with TV coaxial cabling ne 10m long, new box, make connections and joints, adjust aerial direction, make good, test."
871515,COMMUNAL TV AERIAL,ATTEND FAULT,ELECTRICAL,Special Installations,TV Aerial Installation,,"Communal TV Aerial:Attend upon scheme, investigate fault in analogue or digital TV aerial or receiver, remedy fault without renewing any parts or components, test."
872003,SMOKE DETECTOR,INSTALL BATTERY OPERATED TYPE,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Supply and install battery operated smoke detector including test, make good and leave in working order."
872008,SMOKE DETECTOR,INSTALL MAINS OPTICAL TYPE,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Isolate/reconnect supply, supply and install mains operated optical smoke detector make connections, junction box, test and make good on completion."
872010,SMOKE DETECTOR,INSTALL MAINS IONISATION TYPE,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Isolate/reconnect supply, supply and install mains operated ionisation smoke detector make connections, junction box, test and make good on completion."
872015,SMOKE DETECTORS,INSTALL OPTICAL IONISATION SYSTEM,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detectors:Isolate/reconnect supply, supply and install 2 mains operated smoke detectors on two separate floors make connections, junction boxes, test and make good on completion."
872017,SMOKE DETECTOR,INSTALL ADDITIONAL DETECTOR,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Extra to supply and install 2 mains operated smoke detectors for additional ionisation interlinked smoke detector, make connections, junction box, test and make good on completion."
872020,SMOKE DETECTOR,RENEW WITH OPTICAL TYPE,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Renew existing with mains operated optical smoke detector remake connections, junction box, test and make good on completion."
872023,SMOKE DETECTOR,RENEW WITH IONISATION TYPE,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Renew existing with mains operated ionisation smoke detector, remake connections, junction box, test and make good on completion."
872025,SMOKE DETECTOR,SERVICE AND OVERHAUL HARD WIRE,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Undertake annual service and overhaul any type of hard wired smoke detector, vacuum through vents, test, renew battery as necessary,(rate per dwelling)."
872027,SMOKE DETECTOR,SERVICE AND OVERHAUL BATTERY,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Undertake annual service and overhaul any type of battery operated smoke detector, vacuum through vents, test, renew battery as necessary (rate per dwelling)."
872031,SMOKE DETECTOR,INSTALL WIRELESS OPTICAL TYPE,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Install wireless optical smoke detector with test/hush button, sensor, radio transmitter and receiver, auto test alarm, 9v battery,  indicators etc., test and make good."
872033,SMOKE DETECTOR,INSTALL WIRELESS IONISATION TYPE,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Install wireless ionisation smoke detector with test button, dual  sensor, radio transmitter and receiver, built in auto test alarm, 9v battery, , test and make good."
872035,SMOKE DETECTOR,INSTALL WIRELESS SYSTEM,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Install one wireless optical and one ionisation smoke detector system with built in test buttons, radio transmitters and receivers, auto test alarms, 9v batteries, test and make good."
872037,SMOKE DETECTOR,INSTALL ADDITIONAL WIRELESS,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Extra to supply and install two wireless smoke detectors for additional wireless ionisation detectors to match, detector to BS EN 14604:2005, test and make good on completion."
872039,SMOKE DETECTOR,RENEW WITH WIRELESS OPTICAL,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Renew with wireless optical smoke detector, test/hush button, sensor, transmitter, receiver, auto test alarm, 9v battery, remove existing detector, wiring and trunking, test, make good."
872041,SMOKE DETECTOR,RENEW WITH WIRELESS IONISATION,ELECTRICAL,Special Installations,Smoke Detectors,,"Smoke Detector:Renew with wireless ionisation smoke detector, test buttons, transmitter, receiver, auto test alarm, 9v battery, remove existing detector, wiring and trunking, test and make good."
872101,HEAT DETECTOR,INSTALL,ELECTRICAL,Special Installations,Heat Detectors,,"Heat Detector:Isolate/reconnect supply, supply and install mains operated rate of rise or fixed temperature heat detector, make connections, junction box, test, make good."
872103,HEAT DETECTOR,INSTALL WIRELESS,ELECTRICAL,Special Installations,Heat Detectors,,"Heat Detector:Install wireless heat detector, fixed temperature fast response thermistor type sensor, test button, transmitter and receiver, built in auto self test, 9v battery, test and make good."
872201,CARBON MONOXIDE DETECTOR,INSTALL MAINS OPERATED,ELECTRICAL,Special Installations,Carbon Monoxide Detectors,,"CM Detector:Supply and install mains operated carbon monoxide detector, make connections, junction box, test, make good."
872202,CARBON MONOXIDE DETECTOR,INSTALL WIRELESS,ELECTRICAL,Special Installations,Carbon Monoxide Detectors,,"Carbon Monoxide Detector:Install wireless carbon monoxide detector, with sealed lithium battery, electrochemical sensor, test/hush button,  indicators, interconnectivity, test, make good."
872203,CARBON MONOXIDE DETECTOR,SERVICE OVERHAUL WIRED,ELECTRICAL,Special Installations,Carbon Monoxide Detectors,,"CM Detector:Undertake annual service and overhaul any type of hard wired carbon monoxide detector, vacuum through vents, test, renew battery as necessary (rate per dwelling)."
872205,CARBON MONOXIDE DETECTOR,INSTALL BATTERY TYPE,ELECTRICAL,Special Installations,Carbon Monoxide Detectors,,"CM Detector:Supply and install battery operated carbon monoxide detector to BS7860 AICO E1205A or equal and approved, fix in accordance with the manufacturers instructions, test, make good."
891001,POWER,TEMPORARY CONNECTION,ELECTRICAL,Overnight Temporary Connections,Temporary Connections,,"Power:Switch off supply, install suitable temporary power circuit, energise and later remove temporary connections for power circuit."
891007,HEATER,SUPPLY TEMPORARY 3KW HEATER [RATE PER WEEK],ELECTRICAL,Overnight Temporary Connections,Temporary Connections,,Heater:Supply a temporary 3 Kilowatt electric convector heater for a period of time specified by the Client Representative (per week).
891009,WATER HEATER,SUPPLY TEMPORARY [RATE PER WEEK],ELECTRICAL,Overnight Temporary Connections,Temporary Equipment Hire,,"Water Heater:Supply, maintain and remove on completion a temporary electric water heater for a period of time specified by the Client Representative (per week)."
891011,DE-HUMIDIFIER,SUPPLY TEMPORARY [RATE PER WEEK],ELECTRICAL,Overnight Temporary Connections,Temporary Equipment Hire,,"De-humidifier:Supply, maintain and remove on completion a temporary electric de-humidifier for a period of time specified by the Client Representative, including periodic emptying (per week)."
891013,WET-VAC,SUPPLY TEMPORARY [RATE PER WEEK],ELECTRICAL,Overnight Temporary Connections,Temporary Equipment Hire,,"Heater:Supply, maintain and remove on completion a temporary electric wet-vac machine for a period of time specified by the Client Representative (per week)."
892001,EARTH,CROSS BOND PLUMBING,ELECTRICAL,Earthing,Earthing,Plumbing Installations,"Earth:Install and connect earth strips and wire to cross bond pipes to any pipes, appliance or tank, connect to earth source and earth clip, with earth tags and cable clips. [per item crossbonded]"
892019,EARTH,RENEW MAIN EQUIPOTENTIAL BONDING,ELECTRICAL,Earthing,Earthing,Plumbing Installations,"Earth:Disconnect, strip out, clear away and renew earthing cable of suitable size, clamps and accessories from main switch gear and consumer units to incoming water, gas or electric supply.[per item]"
892023,EARTH,INSTALL ELECTRODE AND CABLE,ELECTRICAL,Earthing,Earthing,Plumbing Installations,"Earth:Supply and install earth electrode, 16.00mm PVC insulated single core earthing cables and clamps and galvanised inspection box and lid and install earth wire to mains position and connect."
892025,EARTH,REFIX ELECTRODE,ELECTRICAL,Earthing,Earthing,Plumbing Installations,Earth:Refix earth electrode and galvanised inspection box and lid.
892027,EARTH,INSTALL EARTHBOND COMPLETE,ELECTRICAL,Earthing,Earthing,Plumbing Installations,"Earth:Install complete earthbonding system to dwelling, all as current IEE regulations."
892050,EARTH,CROSS BOND BATHROOM,ELECTRICAL,Earthing,Earthing,Plumbing Installations,"Earth:Supplemental equipotential bonding all circuits [heater, lighting, shower, fan] in bathroom, to the nearest earth point in accordance with current regulations with cable, clips and tags"
895001,TEST,OCCUPIED PROPERTY CERTIFICATE,ELECTRICAL,Testing,Testing,Occupied Property,"Test:Test domestic installation to occupied property complete, disconnect, repair and renew as necessary illegal wiring and components, and provide report and NICEIC test certificate to CR."
895002,TEST,OCCUPIED PROPERTY POST REPAIRS CERTIFICATE,ELECTRICAL,Testing,Testing,Occupied Property,Test:Test domestic installation to occupied property complete following any repair or alteration works and provide NICEIC test certificate to Client Representative.
895003,TEST,OCCUPIED PROPERTY AND REPORT,ELECTRICAL,Testing,Testing,Occupied Property,"Test:Test domestic installation to occupied property complete, disconnect illegal wiring and components and report to CR (any repairs required to be ordered separately)."
